misalignment_index,cam_roll_deg,cam_pitch_deg,cam_yaw_deg,yaw_index,car_roll_deg,car_pitch_deg,car_yaw_deg,weighted_rmse
3,0.25,-0.5,1.9413304393625098e-19,13,0.0,-0.0,-115.0,0.000778495151157348
3,0.25,-0.5,1.9413304393625098e-19,14,0.0,-0.0,-109.99999999999999,0.0007814591882795116
3,0.25,-0.5,1.9413304393625098e-19,15,0.0,-0.0,-105.00000000000001,0.0007849298575260991
3,0.25,-0.5,1.9413304393625098e-19,16,0.0,-0.0,-100.0,0.0007887588430527462
3,0.25,-0.5,1.9413304393625098e-19,17,0.0,-0.0,-95.0,0.0007927978367476858
3,0.25,-0.5,1.9413304393625098e-19,18,0.0,-0.0,-89.99999999999999,0.000796906528671059
3,0.25,-0.5,1.9413304393625098e-19,19,0.0,-0.0,-85.0,0.0008009596201971445
3,0.25,-0.5,1.9413304393625098e-19,20,0.0,-0.0,-80.0,0.0008048497698549608
3,0.25,-0.5,1.9413304393625098e-19,21,0.0,-0.0,-75.0,0.0008084880732875051
3,0.25,-0.5,1.9413304393625098e-19,22,0.0,-0.0,-70.0,0.0008118035293132016
3,0.25,-0.5,1.9413304393625098e-19,23,0.0,-0.0,-65.0,0.0008147397892219288
3,0.25,-0.5,1.9413304393625098e-19,24,0.0,-0.0,-60.00000000000001,0.0008172517851570009
3,0.25,-0.5,1.9413304393625098e-19,25,0.0,-0.0,-55.00000000000002,0.0008193016910974836
3,0.25,-0.5,1.9413304393625098e-19,26,0.0,-0.0,-49.99999999999999,0.0008208547348814552
3,0.25,-0.5,1.9413304393625098e-19,27,0.0,-0.0,-45.00000000000001,0.0008218764223601084
3,0.25,-0.5,1.9413304393625098e-19,28,0.0,-0.0,-40.000000000000014,0.0008223316855936073
3,0.25,-0.5,1.9413304393625098e-19,29,0.0,-0.0,-35.000000000000014,0.0008221872249381642
3,0.25,-0.5,1.9413304393625098e-19,30,0.0,-0.0,-29.999999999999993,0.0008214161524361161
3,0.25,-0.5,1.9413304393625098e-19,31,0.0,-0.0,-24.999999999999996,0.0008200042600210222
3,0.25,-0.5,1.9413304393625098e-19,32,0.0,-0.0,-20.0,0.0008179565884671108
3,0.25,-0.5,1.9413304393625098e-19,33,0.0,-0.0,-15.000000000000009,0.0008153029352956181
3,0.25,-0.5,1.9413304393625098e-19,34,0.0,-0.0,-10.000000000000014,0.000812099628445493
3,0.25,-0.5,1.9413304393625098e-19,35,0.0,-0.0,-4.999999999999995,0.0008084280037700487
3,0.25,-0.5,1.9413304393625098e-19,36,0.0,-0.0,0.0,0.0008043920686709176
